age	workclass	fnlwgt	education	education-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hours-per-week	native-country	y	Arguments
28	Local-gov	167536	Assoc-acdm	12	Widowed	Prof-specialty	Unmarried	White	Male	0	0	40	United-States	<=50K	
37	Local-gov	51158	Some-college	10	Married-civ-spouse	Tech-support	Wife	White	Female	7298	0	36	United-States	>50K	
23	Private	361481	10th	6	Married-civ-spouse	Other-service	Husband	White	Male	0	0	40	?	<=50K	
19	Private	127190	HS-grad	9	Never-married	Other-service	Own-child	White	Female	0	0	15	United-States	<=50K	
45	Private	59380	Bachelors	13	Separated	Exec-managerial	Not-in-family	White	Female	0	0	55	United-States	<=50K	
51	Private	142717	Doctorate	16	Divorced	Craft-repair	Not-in-family	White	Female	4787	0	60	United-States	>50K	
38	Federal-gov	238342	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	7688	0	42	United-States	>50K	
59	Private	108496	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	45	United-States	>50K	
44	Private	98779	10th	6	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	4386	0	60	United-States	<=50K	
27	Private	251905	Assoc-voc	11	Never-married	Exec-managerial	Own-child	White	Male	0	0	50	United-States	<=50K	
32	Private	136480	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	60	United-States	>50K	
43	State-gov	33331	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	1977	70	United-States	>50K	
61	Private	160037	7th-8th	4	Divorced	Other-service	Not-in-family	White	Male	0	0	35	United-States	<=50K	
38	Private	174717	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	50	United-States	>50K	
28	Local-gov	304960	Assoc-acdm	12	Never-married	Adm-clerical	Not-in-family	White	Female	0	1980	40	United-States	<=50K	
19	Private	240468	Some-college	10	Married-spouse-absent	Sales	Own-child	White	Female	0	1602	40	United-States	<=50K	
25	Private	182227	Some-college	10	Never-married	Adm-clerical	Not-in-family	White	Male	0	0	30	United-States	<=50K	
37	Private	129263	Some-college	10	Divorced	Exec-managerial	Unmarried	White	Female	0	0	60	United-States	<=50K	
33	Private	171876	Some-college	10	Divorced	Other-service	Unmarried	White	Female	0	0	40	United-States	<=50K	
64	State-gov	114650	9th	5	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
25	Private	124590	HS-grad	9	Never-married	Exec-managerial	Other-relative	White	Male	0	0	40	United-States	<=50K	
23	Private	214227	Assoc-voc	11	Divorced	Adm-clerical	Not-in-family	White	Female	0	0	30	United-States	<=50K	
36	Private	91037	HS-grad	9	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	40	United-States	>50K	
27	?	188711	Some-college	10	Divorced	?	Not-in-family	White	Male	0	0	30	United-States	<=50K	
44	Self-emp-inc	121352	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	<=50K	
40	Local-gov	269168	HS-grad	9	Married-civ-spouse	Other-service	Husband	Other	Male	0	0	40	?	<=50K	
56	Private	132026	Bachelors	13	Married-civ-spouse	Sales	Husband	Black	Male	7688	0	45	United-States	>50K	
32	Private	191777	Assoc-voc	11	Never-married	Exec-managerial	Not-in-family	Black	Female	0	0	35	England	<=50K	
34	Local-gov	254270	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	40	United-States	<=50K	
28	Private	181659	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K	
28	Self-emp-not-inc	175406	Masters	14	Married-civ-spouse	Exec-managerial	Wife	White	Female	0	0	30	United-States	>50K	
72	?	33608	Some-college	10	Married-civ-spouse	?	Husband	White	Male	9386	0	30	United-States	>50K	
41	Private	289886	5th-6th	3	Married-civ-spouse	Other-service	Husband	Other	Male	0	1579	40	Nicaragua	<=50K	
35	Self-emp-not-inc	111095	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	<=50K	
52	Private	165681	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	<=50K	
25	Private	130793	Some-college	10	Divorced	Other-service	Not-in-family	White	Male	0	0	30	United-States	<=50K	
36	Private	180150	12th	8	Divorced	Handlers-cleaners	Not-in-family	White	Male	0	0	40	United-States	<=50K	
60	Private	135470	5th-6th	3	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	Mexico	<=50K	
27	Private	170017	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	<=50K	
23	Private	274797	HS-grad	9	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	25	United-States	<=50K	
40	State-gov	199381	Masters	14	Married-civ-spouse	Prof-specialty	Wife	White	Female	15024	0	37	United-States	>50K	
40	Local-gov	24763	Some-college	10	Divorced	Transport-moving	Unmarried	White	Male	6849	0	40	United-States	<=50K	
40	Private	96129	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	72	United-States	>50K	
73	State-gov	74040	7th-8th	4	Divorced	Other-service	Not-in-family	Asian-Pac-Islander	Female	0	0	40	United-States	<=50K	
48	?	184513	Bachelors	13	Married-civ-spouse	?	Husband	White	Male	0	0	80	United-States	>50K	
43	Private	252519	Bachelors	13	Married-civ-spouse	Handlers-cleaners	Husband	Black	Male	0	0	40	Haiti	>50K	
69	Private	102874	HS-grad	9	Widowed	Adm-clerical	Not-in-family	White	Female	0	0	24	United-States	<=50K	
17	Private	41979	10th	6	Never-married	Farming-fishing	Own-child	White	Male	0	0	40	United-States	<=50K	
47	Private	114754	HS-grad	9	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	<=50K	
24	Private	168997	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
40	Private	145178	Some-college	10	Divorced	Craft-repair	Unmarried	Black	Female	0	0	30	United-States	<=50K	
30	Private	103649	Some-college	10	Never-married	Other-service	Own-child	Black	Female	0	0	40	United-States	<=50K	
37	Private	249720	Bachelors	13	Never-married	Adm-clerical	Unmarried	Black	Female	0	0	27	United-States	<=50K	
20	?	144685	Some-college	10	Never-married	?	Own-child	Asian-Pac-Islander	Female	0	1602	40	Taiwan	<=50K	
47	Private	151584	HS-grad	9	Divorced	Sales	Own-child	White	Male	0	1876	40	United-States	<=50K	
64	Private	61892	HS-grad	9	Widowed	Priv-house-serv	Not-in-family	White	Female	0	0	15	United-States	<=50K	
19	Private	208513	HS-grad	9	Never-married	Craft-repair	Other-relative	White	Male	0	0	40	United-States	<=50K	
33	Private	121904	Some-college	10	Never-married	Other-service	Not-in-family	White	Female	0	0	28	United-States	<=50K	
39	Self-emp-inc	126675	Some-college	10	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	25	United-States	<=50K	
22	Private	184813	Some-college	10	Never-married	Adm-clerical	Own-child	White	Male	0	0	40	United-States	<=50K	
31	Federal-gov	210926	HS-grad	9	Separated	Handlers-cleaners	Unmarried	White	Female	0	0	40	United-States	<=50K	
34	Self-emp-not-inc	152493	HS-grad	9	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	70	United-States	<=50K	
18	?	331511	Some-college	10	Never-married	?	Own-child	White	Male	0	0	30	United-States	<=50K	
28	Private	132078	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	40	United-States	<=50K	
42	Self-emp-not-inc	89942	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
22	Private	347530	HS-grad	9	Separated	Other-service	Unmarried	Black	Female	0	0	35	United-States	<=50K	
17	?	210547	10th	6	Never-married	?	Own-child	White	Male	0	0	40	United-States	<=50K	
31	Private	102884	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	50	United-States	<=50K	
49	Private	186982	Some-college	10	Separated	Exec-managerial	Not-in-family	White	Female	0	0	45	United-States	>50K	
22	Private	110200	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	40	United-States	<=50K	
21	Private	148294	HS-grad	9	Never-married	Farming-fishing	Own-child	White	Male	0	0	20	United-States	<=50K	
26	Private	104746	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	5013	0	60	United-States	<=50K	
36	Private	188571	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
37	Private	188576	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	Asian-Pac-Islander	Male	0	0	40	?	<=50K	
39	Private	230054	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K	
34	Private	255693	HS-grad	9	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	20	United-States	<=50K	
53	Private	88725	HS-grad	9	Never-married	Craft-repair	Not-in-family	Other	Female	0	0	40	?	<=50K	
24	Private	85041	HS-grad	9	Separated	Other-service	Unmarried	White	Female	0	0	25	United-States	<=50K	
68	?	53850	7th-8th	4	Married-civ-spouse	?	Husband	Amer-Indian-Eskimo	Male	0	0	40	United-States	<=50K	
50	Private	162632	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	2	United-States	<=50K	
30	Private	340917	Some-college	10	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K	
22	Private	285775	Assoc-voc	11	Never-married	Craft-repair	Own-child	White	Male	0	0	40	United-States	<=50K	
50	Self-emp-not-inc	167380	7th-8th	4	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	40	United-States	<=50K	
34	Private	32528	Assoc-voc	11	Married-spouse-absent	Adm-clerical	Unmarried	White	Female	0	974	40	United-States	<=50K	
29	Private	103628	Some-college	10	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	40	United-States	>50K	
18	?	173125	12th	8	Never-married	?	Own-child	White	Female	0	0	24	United-States	<=50K	
59	Private	46466	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	>50K	
37	Private	125550	HS-grad	9	Never-married	Tech-support	Not-in-family	White	Female	14084	0	35	United-States	>50K	
30	Private	185177	11th	7	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	49	United-States	<=50K	
37	Private	372525	Masters	14	Divorced	Prof-specialty	Unmarried	White	Male	0	0	48	United-States	<=50K	
19	Private	66838	Some-college	10	Never-married	Sales	Own-child	White	Female	0	0	9	United-States	<=50K	
41	Private	193995	HS-grad	9	Never-married	Craft-repair	Not-in-family	White	Male	0	0	44	United-States	<=50K	
37	Private	267085	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
43	Private	117627	Some-college	10	Divorced	Exec-managerial	Not-in-family	Black	Female	0	0	40	United-States	<=50K	
27	?	157624	HS-grad	9	Separated	?	Other-relative	White	Female	0	0	40	United-States	<=50K	
19	State-gov	159269	Some-college	10	Never-married	Adm-clerical	Own-child	White	Male	0	0	15	United-States	<=50K	
61	?	222395	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	0	0	40	United-States	<=50K	
31	State-gov	29152	12th	8	Married-civ-spouse	Other-service	Wife	White	Female	0	0	40	United-States	<=50K	
19	Private	148392	HS-grad	9	Never-married	Adm-clerical	Own-child	White	Male	0	0	30	United-States	<=50K	
31	Private	164243	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	1579	40	United-States	<=50K	
42	Private	270721	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	32	United-States	<=50K	
19	Private	71650	HS-grad	9	Never-married	Farming-fishing	Own-child	White	Male	0	0	40	United-States	<=50K	
43	Private	186188	Some-college	10	Divorced	Adm-clerical	Unmarried	White	Female	0	0	40	United-States	<=50K	
43	Self-emp-not-inc	174090	HS-grad	9	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	20	United-States	>50K	
40	Private	170019	HS-grad	9	Never-married	Other-service	Not-in-family	White	Male	0	0	40	?	<=50K	
46	Private	184169	Masters	14	Married-civ-spouse	Prof-specialty	Wife	White	Female	7688	0	35	United-States	>50K	
24	Private	177287	12th	8	Never-married	Other-service	Own-child	White	Female	0	0	38	United-States	<=50K	
64	Private	133166	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	5	United-States	<=50K	
25	Private	118088	HS-grad	9	Never-married	Craft-repair	Unmarried	White	Male	0	0	40	United-States	<=50K	
25	Local-gov	335005	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	35	Italy	<=50K	
33	Federal-gov	88913	Some-college	10	Never-married	Adm-clerical	Own-child	Asian-Pac-Islander	Female	0	0	40	United-States	<=50K	
73	Private	92298	11th	7	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	15	United-States	<=50K	
45	Private	88781	Bachelors	13	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	Germany	>50K	
46	Private	132912	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	45	United-States	>50K	
27	State-gov	106721	HS-grad	9	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	40	United-States	<=50K	
30	Private	402539	HS-grad	9	Never-married	Adm-clerical	Unmarried	White	Female	0	0	40	United-States	<=50K	
51	Private	193720	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	42	United-States	<=50K	
33	Self-emp-not-inc	343021	Some-college	10	Never-married	Sales	Not-in-family	White	Male	0	0	65	United-States	<=50K	
62	Private	197286	12th	8	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	48	Germany	<=50K	
41	Private	202508	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	48	United-States	<=50K	
20	Private	282579	Some-college	10	Never-married	Other-service	Not-in-family	White	Male	0	0	40	United-States	<=50K	
41	Private	38397	HS-grad	9	Divorced	Other-service	Not-in-family	White	Female	0	0	40	United-States	<=50K	
26	Self-emp-inc	176981	Bachelors	13	Never-married	Adm-clerical	Own-child	White	Female	0	0	50	United-States	<=50K	
47	Private	110243	11th	7	Married-civ-spouse	Other-service	Husband	White	Male	0	0	40	United-States	<=50K	
60	Private	52900	7th-8th	4	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	<=50K	
27	Private	108431	Some-college	10	Never-married	Craft-repair	Not-in-family	Black	Male	0	0	40	United-States	<=50K	
34	Self-emp-not-inc	137223	10th	6	Never-married	Other-service	Own-child	White	Female	0	0	40	United-States	<=50K	
44	Self-emp-inc	212760	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	60	United-States	>50K	
17	?	275778	9th	5	Never-married	?	Own-child	White	Female	0	0	25	Mexico	<=50K	
50	Self-emp-not-inc	219420	Doctorate	16	Divorced	Sales	Not-in-family	White	Male	0	0	64	United-States	<=50K	
60	Private	198170	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	45	United-States	>50K	
36	Private	544686	HS-grad	9	Never-married	Adm-clerical	Other-relative	White	Female	2907	0	40	Nicaragua	<=50K	
32	Private	174215	Some-college	10	Divorced	Sales	Unmarried	White	Female	0	0	40	United-States	<=50K	
48	Private	115784	9th	5	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	44	United-States	<=50K	
40	Federal-gov	280167	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K	
25	Private	145434	Some-college	10	Never-married	Machine-op-inspct	Not-in-family	White	Female	0	0	25	United-States	<=50K	
32	Self-emp-inc	195447	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	45	United-States	<=50K	
25	Private	231638	HS-grad	9	Never-married	Adm-clerical	Own-child	White	Female	0	0	40	United-States	<=50K	
49	Private	33673	12th	8	Never-married	Transport-moving	Not-in-family	Asian-Pac-Islander	Male	0	0	35	United-States	<=50K	
43	Private	212894	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
50	Private	238959	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	99999	0	60	?	>50K	
50	?	87263	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	0	0	55	United-States	>50K	
19	?	117444	HS-grad	9	Never-married	?	Own-child	White	Male	0	0	30	United-States	<=50K	
41	Private	130126	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	80	United-States	>50K	
62	Private	88579	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	38	United-States	<=50K	
36	Private	186212	Assoc-acdm	12	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	United-States	<=50K	
31	Private	168521	Bachelors	13	Never-married	Exec-managerial	Unmarried	White	Female	0	0	50	United-States	<=50K	
60	Private	33266	HS-grad	9	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	40	United-States	<=50K	
20	Private	314422	HS-grad	9	Never-married	Sales	Own-child	White	Female	0	0	30	United-States	<=50K	
24	Private	197757	Bachelors	13	Never-married	Prof-specialty	Own-child	Asian-Pac-Islander	Female	0	0	40	Philippines	<=50K	
44	Private	171256	Assoc-acdm	12	Divorced	Machine-op-inspct	Own-child	White	Female	0	0	45	United-States	<=50K	
34	Self-emp-inc	242984	Bachelors	13	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	50	United-States	<=50K	
47	Private	168211	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	44	United-States	<=50K	
45	Private	209912	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	Asian-Pac-Islander	Male	0	0	40	India	>50K	
48	Private	174794	Assoc-voc	11	Divorced	Adm-clerical	Unmarried	White	Female	0	0	40	United-States	<=50K	
34	Private	157747	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	45	United-States	<=50K	
50	Private	169925	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	15	United-States	<=50K	
30	Private	180656	Some-college	10	Married-spouse-absent	Craft-repair	Not-in-family	White	Male	0	0	40	?	<=50K	
20	Private	181370	Some-college	10	Never-married	Other-service	Own-child	Black	Male	0	0	40	United-States	<=50K	
55	Private	23789	HS-grad	9	Divorced	Exec-managerial	Not-in-family	White	Female	0	0	40	United-States	<=50K	
46	Local-gov	367251	Some-college	10	Married-civ-spouse	Craft-repair	Husband	Black	Male	0	0	40	United-States	>50K	
33	Private	318982	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	45	United-States	>50K	
20	Private	115057	Some-college	10	Never-married	Other-service	Not-in-family	White	Male	0	0	40	United-States	<=50K	
43	Private	483450	9th	5	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	Mexico	<=50K	
54	Local-gov	163557	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	30	United-States	<=50K	
32	Private	857532	HS-grad	9	Never-married	Machine-op-inspct	Own-child	Black	Male	0	0	40	United-States	<=50K	
45	Local-gov	185399	Masters	14	Divorced	Prof-specialty	Own-child	White	Female	0	0	55	United-States	<=50K	
34	Self-emp-not-inc	31740	HS-grad	9	Never-married	Farming-fishing	Not-in-family	White	Male	0	0	40	United-States	<=50K	
19	Private	223648	11th	7	Never-married	Sales	Own-child	White	Male	0	0	20	?	<=50K	
42	Self-emp-not-inc	177937	Bachelors	13	Married-spouse-absent	Exec-managerial	Not-in-family	White	Male	0	0	45	Poland	<=50K	
36	Private	110998	Masters	14	Widowed	Tech-support	Unmarried	Asian-Pac-Islander	Female	0	0	40	India	<=50K	
82	Private	132870	HS-grad	9	Widowed	Exec-managerial	Not-in-family	White	Female	0	4356	18	United-States	<=50K	
42	Private	70055	11th	7	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	45	United-States	<=50K	
58	Self-emp-not-inc	274917	Masters	14	Widowed	Other-service	Not-in-family	White	Female	0	0	15	United-States	<=50K	
48	Private	345006	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	45	Mexico	<=50K	
72	Private	97304	HS-grad	9	Married-spouse-absent	Machine-op-inspct	Unmarried	White	Male	2346	0	40	?	<=50K	
40	Self-emp-not-inc	93793	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	United-States	>50K	
28	Private	469864	Bachelors	13	Never-married	Prof-specialty	Not-in-family	Black	Male	0	0	40	United-States	<=50K	
34	Private	164748	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
52	Private	123780	HS-grad	9	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	38	United-States	<=50K	
41	Private	154668	Some-college	10	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	<=50K	
32	Self-emp-not-inc	62165	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	Black	Male	0	0	40	?	<=50K	
38	Private	81232	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	?	>50K	
57	Local-gov	170066	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	25	United-States	>50K	
31	Private	113667	HS-grad	9	Never-married	Sales	Unmarried	Black	Female	0	0	25	United-States	<=50K	
38	Private	169104	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	60	United-States	>50K	
45	Private	81132	HS-grad	9	Married-civ-spouse	Other-service	Husband	Asian-Pac-Islander	Male	0	0	40	Philippines	<=50K	
62	Private	122033	HS-grad	9	Widowed	Adm-clerical	Not-in-family	White	Female	0	0	38	United-States	<=50K	
51	Private	90363	Some-college	10	Married-civ-spouse	Adm-clerical	Husband	White	Male	15024	0	40	United-States	>50K	
27	Private	34273	Assoc-voc	11	Never-married	Prof-specialty	Not-in-family	White	Female	0	1876	36	Canada	<=50K	
22	Private	103277	Assoc-acdm	12	Never-married	Adm-clerical	Own-child	White	Female	0	0	20	United-States	<=50K	
44	Private	282062	7th-8th	4	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
25	Private	201635	Bachelors	13	Never-married	Exec-managerial	Not-in-family	White	Female	0	0	50	United-States	<=50K	
25	Self-emp-not-inc	213385	Some-college	10	Never-married	Craft-repair	Own-child	White	Male	0	0	80	United-States	<=50K	
20	Private	113511	11th	7	Never-married	Transport-moving	Own-child	White	Male	0	0	40	United-States	<=50K	
19	Private	195985	HS-grad	9	Never-married	Other-service	Not-in-family	White	Female	0	0	40	United-States	<=50K	
29	Private	568490	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
40	Private	104196	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	1887	40	United-States	>50K	
31	Private	115488	HS-grad	9	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	40	United-States	<=50K	
53	Private	202720	9th	5	Married-spouse-absent	Machine-op-inspct	Unmarried	Black	Male	0	0	75	Haiti	<=50K	
46	Private	94809	Some-college	10	Divorced	Priv-house-serv	Unmarried	White	Female	0	0	30	United-States	<=50K	
32	Private	37210	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	45	United-States	>50K	
58	Private	197114	11th	7	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
33	Local-gov	248346	Assoc-acdm	12	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	United-States	<=50K	
23	Private	353696	HS-grad	9	Never-married	Farming-fishing	Own-child	White	Male	0	0	40	United-States	<=50K	
65	Private	185001	10th	6	Widowed	Sales	Not-in-family	White	Female	0	0	20	United-States	<=50K	
54	State-gov	188809	Doctorate	16	Never-married	Exec-managerial	Not-in-family	White	Female	0	0	50	United-States	>50K	
50	Private	305147	Bachelors	13	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
47	Private	306183	Some-college	10	Divorced	Other-service	Own-child	White	Female	0	0	44	United-States	<=50K	
54	Private	124194	HS-grad	9	Widowed	Other-service	Unmarried	White	Female	0	0	40	United-States	<=50K	
22	Private	173736	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
29	Self-emp-not-inc	389857	HS-grad	9	Never-married	Craft-repair	Not-in-family	White	Male	0	0	50	United-States	>50K	
24	Federal-gov	130534	Bachelors	13	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	40	United-States	<=50K	
59	Private	159724	Masters	14	Married-civ-spouse	Sales	Husband	White	Male	7298	0	55	United-States	>50K	
28	Private	149769	HS-grad	9	Never-married	Machine-op-inspct	Not-in-family	Asian-Pac-Islander	Male	0	0	40	Cambodia	<=50K	
53	Private	81794	12th	8	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	40	United-States	<=50K	
35	Self-emp-not-inc	454915	9th	5	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
37	Private	116960	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	45	United-States	>50K	
56	Private	101436	HS-grad	9	Divorced	Adm-clerical	Other-relative	Amer-Indian-Eskimo	Female	0	0	35	United-States	<=50K	
41	Private	352834	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	7688	0	55	United-States	>50K	
30	Private	130078	Bachelors	13	Never-married	Sales	Not-in-family	White	Female	0	0	45	United-States	<=50K	
20	Private	379198	HS-grad	9	Never-married	Other-service	Other-relative	Other	Male	0	0	40	Mexico	<=50K	
45	Private	199058	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	48	?	<=50K	
48	Self-emp-not-inc	97883	HS-grad	9	Separated	Other-service	Other-relative	White	Female	0	0	25	United-States	<=50K	
39	Self-emp-not-inc	160120	Doctorate	16	Divorced	Adm-clerical	Other-relative	Other	Male	0	0	40	?	<=50K	
38	Private	196123	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	United-States	<=50K	
83	Self-emp-not-inc	213866	HS-grad	9	Widowed	Exec-managerial	Not-in-family	White	Male	0	0	8	United-States	<=50K	
45	Private	199832	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	15	United-States	<=50K	
18	?	28311	11th	7	Never-married	?	Own-child	White	Female	0	0	35	United-States	<=50K	
49	Private	199058	HS-grad	9	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	38	United-States	<=50K	
39	Self-emp-not-inc	188571	11th	7	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	<=50K	
52	Federal-gov	312500	Assoc-voc	11	Divorced	Farming-fishing	Not-in-family	White	Female	0	0	40	United-States	<=50K	
23	Private	462294	Assoc-acdm	12	Never-married	Other-service	Own-child	Black	Male	0	0	44	United-States	<=50K	
44	Self-emp-inc	64632	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	60	United-States	<=50K	
48	Self-emp-not-inc	177783	7th-8th	4	Never-married	Farming-fishing	Not-in-family	White	Male	0	0	50	United-States	<=50K	
21	?	162160	Some-college	10	Never-married	?	Own-child	Asian-Pac-Islander	Male	0	0	40	Taiwan	<=50K	
35	Private	283305	Bachelors	13	Never-married	Exec-managerial	Not-in-family	White	Female	0	0	40	United-States	<=50K	
40	Private	223548	HS-grad	9	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	Mexico	<=50K	
36	?	139770	Some-college	10	Divorced	?	Own-child	White	Female	0	0	32	United-States	<=50K	
33	Private	215306	Assoc-voc	11	Never-married	Other-service	Not-in-family	White	Male	0	0	40	Cuba	<=50K	
35	Private	379959	HS-grad	9	Divorced	Other-service	Not-in-family	White	Female	0	0	40	United-States	<=50K	
71	Private	196610	7th-8th	4	Widowed	Exec-managerial	Not-in-family	White	Male	6097	0	40	United-States	>50K	
