attacking_pieces	pieces_on_king_side	close_combat_pieces	pawn_attack	pawn_defense	defensive_pawn_structure	blocked_center	open_file	strong_open_file	queen_bishop_diagonal	castling_type	bishops	Attack	Arguments	FEN	Result	Black	White	Event
3	1	0	0	1	g7	no	no	no	no	same	0	yes		r4r1k/p2R2p1/1p6/3Q3p/4N3/1P4P1/P4PKP/2q5 b - - 0 1	1/2-1/2	Karpov, An	Kasparov, G.	Moscow (m/16) 38/704
1	2	0	0	1	nog7	no	no	no	no	same	0	yes		3r2k1/p2rqp2/3p4/P1p2p1p/2b1P3/2P1Q1N1/3R2PP/1R4K1 b - - 0 1	1/2-1/2	Yudasin, L.	Vaisser, A.	Sverdlovsk 38/730
4	3	1	1	0	nog7_bishop	no	yes	no	yes	same	2	yes		r5k1/pp2qnb1/6Q1/3bp2p/P1p1N1P1/8/1B5P/1B3RK1 b - - 0 1	1-0	Pribyl, J.	Ftacnik, L.	CSSR (ch) 38/805
2	5	0	2	2	nog7_bishop	no	no	no	no	same	1	yes		1rb1rb2/2q2p1k/pp1pp1pP/8/Pn2PP1Q/1PN1B2R/1P4BP/5R1K b - - 0 1	~	Abramovic, B.	Arnason, J.	Bor 38/(334)
1	3	0	1	3	g7	no	no	no	no	same	1	yes		nqr3k1/3r1ppp/4pP2/1Pp5/5B2/1P4PP/4QPB1/2R3K1 b - - 0 1	1-0	Ftacnik, L.	Romanishin, O.	Wijk aan Zee 39/22
0	3	0	1	3	nog7	no	no	no	no	same	0	yes		3rr1k1/qb3p1p/5np1/p1pP1P2/2R5/1P1QN1P1/P5BP/5RK1 b - - 0 1	1-0	Short, N.	Plaskett, J.	Banjaluka 39/52
2	1	0	2	2	nog7_bishop	no	no	no	no	no	2	yes		r1bq1rk1/pp3pb1/3p3p/2pB3P/2P2Pp1/1P1P4/PB2P3/R1Q1K2R b KQ - 0 1	1/2-1/2	Adorjan, A.	Donchev, D.	Praha (zt) 39/79
1	2	0	1	3	nog7	no	no	no	no	same	0	yes		3rr1k1/1p3p1p/nqppb1p1/p4P2/4P3/1PN3PP/2PQ2BK/3RR3 b - - 0 1	1/2-1/2	Knaak, R.	Donchev, D.	Varna 39/167
4	3	1	0	2	nog7_bishop	no	no	no	no	same	1	yes		r2qr2k/5Q1p/pp2p1p1/2b5/2PnN3/1P6/PB4PP/4RR1K b - - 0 1	1-0	Gheorghiu, F.	Ermenkov, E.	Praha (zt) 39/212
2	3	1	0	2	nog7	no	yes	no	no	same	1	yes		5rk1/3b1p1p/p3p2Q/4q3/4PR2/2r5/P1B3PP/1R5K b - - 0 1	0-1	Olafsson, H.	Plaskett, J.	Kobenhavn 39/226
0	2	0	2	3	g7	no	no	no	no	no	2	yes		r4rk1/ppqbbppp/2nppn2/8/4PPP1/1NNBBQ2/PPP4P/R3K2R b KQ - 0 1	1-0	Korchnoi, V.	Huebner, R.	Linares 39/231
2	2	2	2	2	nog7	no	yes	yes	no	different	0	yes		2r3kq/pp2pp1p/3pb2Q/6PR/2r1PP2/2NR4/PPP5/2K5 b - - 0 1	1-0	Geller, A.	Gudjev, M.	corr 39/266
4	4	2	0	3	g7	no	yes	no	no	same	2	yes		3r1rk1/1p2bppp/p1q3n1/3p1B1Q/P7/1P2BR2/2P3PP/3R3K b - - 0 1	1-0	Averkin, O.	Oll, L.	USSR 39/305
1	2	1	1	3	g7	no	yes	no	no	no	2	yes		rnbq1rk1/1p1nbppp/p2pp3/6PQ/3NP3/1BN5/PPP2P1P/R1B1K2R b KQ - 0 1	0-1	Gavrikov, Vi	De Firmian, N.	Tunis (izt) 39/307
0	4	0	2	3	nog7	no	no	no	no	same	0	yes		r4rk1/1b1n1p1p/1q1p2p1/3PpP2/1p4P1/6NP/1PP3BK/R2Q1R2 b - - 0 1	0-1	Ftacnik, L.	Kudrin, S.	Wijk aan Zee 39/318
2	5	2	0	1	g7	no	yes	no	no	same	0	yes		r1b3k1/pp4p1/1qnbpr2/3p2NQ/3P4/6N1/PP3PPP/2R2RK1 b - - 0 1	1/2-1/2	Ivanchuk, V.	Serper, G.	USSR 39/355
2	4	0	2	3	g7	yes	no	no	no	same	1	yes		rn3rk1/p1q1bpp1/1pn1p2p/2ppP2P/1P1P1NP1/P1P2N1R/5P2/R1BQ1K2 b - - 0 1	1-0	Gulko, B.	Dolmatov, S.	USSR 39/366
3	4	0	1	3	g7	no	no	no	no	same	0	yes		r2r2k1/qp2bpp1/p1n4p/3PpbP1/1P2N3/P2QPN2/6BP/3R1R1K b - - 0 1	1-0	Lalic, B.	Mikhalchishin, A.	Sarajevo 39/506
2	2	0	2	3	g7	no	no	no	yes	no	1	yes		r1bq1rk1/1p1nbpp1/p3p2p/3p4/3P2PP/P1NBPN2/1PQ2P2/R3K2R b KQ - 0 1	0-1	Sveshnikov, E.	Polugaevsky, L.	Moscow 39/520
2	3	2	1	2	nog7_bishop	no	yes	no	no	same	1	yes		r2r2k1/pb2qpbR/1p4p1/2pP2N1/3nPP2/4B3/P3BKP1/2RQ4 b - - 0 1	1/2-1/2	Ehlvest, J.	Yrjola, J.	Tallinn 39/556
3	4	1	0	0	nog7_bishop	yes	yes	no	no	same	1	yes		1n4k1/1b3qb1/p3p2B/1p2P3/3P1NQ1/5P2/P5P1/6K1 b - - 0 1	1-0	Ghinda, M.-V.	Ftacnik, L.	Praha (zt) 39/569
4	4	1	0	2	g7	no	yes	no	no	same	1	yes		2rq2k1/pb3pp1/1p6/n4N2/3Pr3/P5Qp/4R1PP/2B2R1K b - - 0 1	1-0	Agzamov, G.	Gurevich, M.	USSR (ch) 39/711
2	4	1	0	1	nog7	no	yes	no	no	same	0	yes		3rr1k1/pp3p2/2pp4/7Q/2P1q1b1/1P4RP/P4PP1/5BK1 b - - 0 1	0-1	Tal, M.	Pinter, J.	Taxco (izt) 39/750
3	5	2	0	1	nog7	no	yes	no	no	same	1	yes		r4r1k/1bqn1pbB/pp3n2/4p1N1/P4p1Q/2N5/1PP3PP/3R1R1K b - - 0 1	~	Arnason, J.	Cramling, P.	Reykjavik 39/(330)
1	3	0	1	3	g7	no	no	no	no	no	1	yes		r2q1rk1/pbpnbpp1/1p3n1p/3p2P1/3P4/2N2N2/PPQBPPBP/R3K2R b KQ - 0 1	~	Chernin, A.	Lerner, K.	USSR (ch) 39/(647)
2	3	0	1	2	nog7_bishop	no	no	no	no	no	1	yes		r1q3k1/1p3r1p/3pb1p1/pP3p2/n3pN1P/4P1P1/3Q1PB1/B3K2R b K - 0 1	0-1	Korchnoi, V.	Suba, M.	Luzern 40/39
3	3	0	1	3	g7	no	no	no	no	same	1	yes		rn1q1rk1/1b2bppp/pp1n1P2/3Np3/P2N4/5B2/1PP3PP/R1BQ1R1K b - - 0 1	1-0	Ftacnik, L.	Tal, M.	Naestved 40/287
1	3	1	2	3	nog7	no	yes	no	no	different	0	yes		r4rk1/pp3p1p/3pbnpQ/q1p4P/4P1P1/2N2P2/1PP5/2KR1B1R b - - 0 1	1-0	Vorotnikov, V.	Tseshkovsky, V.	Aktjubinsk 40/378
2	2	0	1	2	nog7_bishop	no	yes	no	no	no	1	yes		r2q1rk1/pp1nppb1/2pp2p1/8/2PPP1QP/2N5/PP3P2/R1B1K2R b KQ - 0 1	1-0	Hug, W.	Garcia Palermo, C.	Luzern 40/723
4	2	1	0	2	nog7_bishop	no	yes	no	yes	different	1	yes		r2q1rk1/pp1b1pb1/n2p1np1/3Pp1N1/4P3/2N1BP2/PP1QB3/2KR3R b - - 0 1	~	Kochyev, A.	Basin, L.	USSR 40/(744)
2	1	1	0	1	nog7_bishop	no	no	no	yes	different	1	yes		4rn1k/p2b4/1r1p2p1/q1pP2B1/4P1p1/2N2P2/PP1QN3/2KR4 b - - 0 1	1/2-1/2	Watson, W.	Fedorowicz, J.	Hastings 41/86
3	3	1	0	3	g7	no	yes	no	no	same	1	yes		r4rk1/pp1b1ppp/1q2pn2/6R1/8/1N1B1Q2/PPP2PPP/3R2K1 b - - 0 1	1-0	Stohl, I.	Vogt, L.	Leipzig 41/139
0	2	0	2	3	g7	no	no	no	yes	different	1	yes		r1br2k1/2qnbppp/p1npp3/6PP/Np2P3/1N2BP2/PPPQ4/2KR1B1R b - - 0 1	1-0	Brodsky, M.	Serper, G.	USSR 41/208
1	2	0	1	3	nog7_bishop	no	yes	no	no	different	2	yes		r1b2rk1/2q1bp1p/p3p1p1/1pn1p1P1/7R/1BN1B1R1/PPP1QP1P/2K5 b - - 0 1	0-1	Cebalo, M.	Ivanovic, B.	Jugoslavija (ch) 41/279
3	2	0	1	2	nog7_bishop	no	yes	yes	no	different	1	yes		r5k1/1bq1br1p/p2pp1p1/1p4P1/7R/1PNQB2R/1PP2P1P/1K6 b - - 0 1	0-1	Cebalo, M.	Ivanovic, B.	Jugoslavija (ch) 41/279
2	2	0	1	1	nog7	no	yes	no	no	different	1	yes		r4r1k/2q1b3/p2p2p1/4pp2/1pB4P/8/PPP1Q3/2K3RR b - - 0 1	1/2-1/2	Hodgson, Ju	Ljubojevic, Lj	Wijk aan Zee 41/302
4	4	2	1	1	g7	no	yes	yes	no	different	1	yes		r4b1k/1bq3p1/p2p3r/4pBN1/1p4QP/8/PPP5/2KR2R1 b - - 0 1	1/2-1/2	Hodgson, Ju	Ljubojevic, Lj	Wijk aan Zee 41/302
3	4	0	1	3	g7	yes	no	no	no	same	1	yes		5bk1/1R1nnpp1/4p2p/1QppP2P/3P1B2/2P2RN1/r1q2PPK/4r3 b - - 0 1	0-1	Benjamin, Joel	Hansson, D.	Reykjavik 41/345
1	3	0	2	3	g7	yes	no	no	no	same	2	yes		r4rk1/1p1qnpp1/pbn1p2p/3pP3/1P1p1PP1/P2B1N2/1BP1Q2P/4RR1K b - - 0 1	1-0	Vaganian, R.	Chandler, M.	London 41/350
2	2	0	1	3	g7	no	yes	no	no	same	0	yes		3r1rk1/pp3pp1/1q1P2p1/2p3Pn/Pn2N2Q/7P/1P2BP2/3RR1K1 b - - 0 1	1-0	Hertneck, G.	Smejkal, J.	Bad Woerishofen 41/433
2	2	0	0	3	g7	yes	yes	no	no	same	2	yes		3q1rk1/pb1r1ppp/1pn1p3/4P3/1PB1N1Rb/P2p4/1B3PPP/3QR1K1 b - - 0 1	1-0	Yakovich, Y.	Dokhoian, Y.	USSR 41/441
1	1	0	1	2	nog7	no	no	no	no	same	0	yes		r4nk1/1p1b1p2/p5p1/2pP3P/P3R3/2N5/1P1Q1PPK/3B1q2 b - - 0 1	1-0	Kindermann, S.	Forintos, Gy	Budapest 41/657
1	4	0	1	3	nog7_bishop	no	no	no	no	same	0	yes		r3nrk1/1p2p1bp/5pp1/p2pPq2/Pn1P1P1N/2N3B1/1P1Q2PP/3R1RK1 b - - 0 1	1-0	Grigorov, J.	Ermenkov, E.	Varna 41/659
4	2	1	1	0	nog7_bishop	no	no	no	yes	same	2	yes		r1bq1rk1/8/pp1p2B1/2pP2P1/P2bN2p/2B5/1PQ3PP/R6K b - - 0 1	1-0	Neverov, V.	Dokhoian, Y.	USSR 41/672
2	4	1	1	2	nog7_bishop	no	no	no	yes	no	1	yes		rnbq1rk1/pp2p1bp/2pp1npB/5p2/2PP3P/2N2N2/PP1QPPP1/R3KB1R b KQ - 0 1	0-1	Beliavsky, A.	Smyslov, V.	Sochi 42/111
1	3	0	1	2	nog7	no	no	no	no	no	0	yes		r1bq1r2/pp1pp1kp/n4np1/2P2p2/2P4P/2N5/PP1QPPP1/R3KBNR b KQ - 0 1	0-1	Beliavsky, A.	Smyslov, V.	Sochi 42/111
4	3	0	0	2	nog7_bishop	no	yes	no	no	same	1	yes		2rr2k1/pp2p2p/2p3p1/q3P3/2PP2b1/1P2B3/P1Q3R1/5RK1 b - - 0 1	1-0	Watson, W.	Ivanovic, B.	Bor 42/153
1	3	0	2	3	nog7_bishop	yes	no	no	no	same	2	yes		r2qr1k1/1b2bpnp/ppnpp1p1/4PP2/2P1B1P1/2N2N2/PP2Q2P/R1B2R1K b - - 0 1	1-0	Bellon Lopez, J.	Sax, Gy	Dubai (ol) 42/197
2	3	0	0	2	nog7_bishop	no	no	no	no	same	1	yes		r2qr1k1/1b2bp1p/ppnp4/3NPp2/2P5/5N2/PP2Q2P/R1B2R1K b - - 0 1	1-0	Bellon Lopez, J.	Sax, Gy	Dubai (ol) 42/197
2	3	0	0	2	nog7_bishop	no	no	no	no	same	2	yes		r2qr1k1/1b2bpnp/ppnp4/3BPp2/2P5/2N2N2/PP2Q2P/R1B2R1K b - - 0 1	1-0	Bellon Lopez, J.	Sax, Gy	Dubai (ol) 42/197
3	4	0	1	3	g7	no	yes	no	no	same	2	yes		r1b2rk1/1pqn1ppp/p1n1pb2/4p3/4NP2/3B1NQ1/PPP3PP/R1B2R1K b - - 0 1	1-0	Karolyi jr., T.	Hazai, L.	Magyarorszag (ch) 42/273
2	2	0	0	3	g7	no	no	no	no	same	0	yes		r4rk1/1pp1qppp/p3b3/4P3/P1p1NQ2/2P1R3/1P4PP/R5K1 b - - 0 1	1/2-1/2	Malaniuk, V.	Romanishin, O.	Tbilisi 42/392
4	5	1	1	3	g7	no	yes	no	no	same	0	yes		3r1q1k/2p1bppp/p3n3/1p2PN2/6NP/4P1Q1/PP4P1/5RK1 b - - 0 1	1-0	Tal, M.	Geller, E.	Sochi 42/411
3	1	0	0	3	nog7_bishop	no	no	no	yes	no	2	yes		r2q1rk1/pp1bppbp/2np1np1/8/2BNP3/2N1BP2/PPPQ2PP/R3K2R w KQ - 0 10	0-1	Tiviakov, Sergei	Anand, Viswanathan	GMA op
2	1	1	1	3	g7	no	no	no	no	different	0	yes		3r1rk1/pp2qpp1/4pn1p/2p1N2P/3P1R2/8/PPP1QPP1/2KR4 w - - 0 20	1-0	Shamkovich, Leonid	Kupreichik, Viktor D	GMA op
2	3	0	1	3	g7	no	yes	no	no	same	2	yes		r1bq1r1k/p1p1n1pp/1p3p2/2bp1P2/3pP1Q1/1B1P1R2/PPPN2PP/R1B3K1 b - - 0 13	0-1	Galliamova, Alisa	Oll, Lembit	GMA op
1	3	0	2	3	nog7	no	no	no	no	same	0	yes		4r1k1/1p2rp1p/p1p3pq/3p4/3P1P1P/3Q1BN1/PP4P1/3R2K1 w - - 0 29	0-1	Klaric, Zlatko	Vreeken, Corry	GMA op
1	1	0	1	2	g7	no	no	no	no	same	1	yes		3r2k1/2qr2p1/ppnnpb1p/2p5/2P2Pp1/P1NPP3/4Q2P/BR1RN1K1 w - - 0 25	1-0	Reshevsky, Samuel Herman	Lukov, Valentin	GMA op
2	3	0	0	1	nog7_bishop	no	yes	no	no	same	2	yes		r5k1/pbp2r1p/4pn2/1p1q4/3P1bpR/1P3N2/PB4PP/1B1QR1K1 w - - 0 23	0-1	Miles, Anthony J	Popchev, Milko	GMA op
2	2	0	0	3	g7	no	no	no	yes	same	2	yes		r2qrbk1/pb1n1ppp/1p3n2/2pp4/3P4/1PNBPP2/P1QBN1PP/4RRK1 w - - 0 14	1/2-1/2	Sunye Neto, Jaime	Shamkovich, Leonid	GMA op
1	3	0	0	3	nog7_bishop	no	no	no	no	same	1	yes		8/pp3pbk/3p1qpp/1bpP4/8/5NBP/P4PP1/1B2Q1K1 w - - 0 26	1-0	Gheorghiu, Florin	Timoscenko, Gennadij	GMA op
0	2	0	1	3	g7	no	no	no	no	same	2	yes		r1b2rk1/1pq1bppp/p2ppn2/2n5/P2NPP2/2NB4/1PP1Q1PP/R1B2R1K w - - 0 12	1-0	Gelfand, Boris	Timoshenko, Georgy	GMA op
0	4	0	1	3	g7	no	no	no	no	same	1	yes		5rk1/2qn1ppp/p1bb1n2/P1p1p3/2PpPP2/1r1P2PB/4Q1NP/R1BN1RK1 w - - 0 22	1-0	Iailian, Mikhail	Bagirov, Vladimir	GMA op
0	3	0	1	3	g7	no	no	no	no	same	1	yes		1rb1r1k1/1pq1bppp/p1nppn2/8/P2NPP2/2N1BB2/1PP3PP/R2Q1R1K w - - 0 13	0-1	Gligoric, Svetozar	Fishbein, Alexander	GMA op
0	4	0	0	2	nog7	no	no	no	no	same	0	no		1r3rk1/1p6/p2p2pp/q1pP4/b3PpB1/6N1/3N1PPP/2Q2RK1 b - - 0 1	1-0	Tringov, G.	Kovacevic, Vlat	Zagreb 42/750
0	2	0	1	1	nog7_bishop	no	no	no	yes	same	1	no		r2q1rk1/pp4bp/nnp5/3pPp2/3P1P2/1PN1B3/P2QN2P/R4R1K b - - 0 1	1-0	Zueger, B.	Cebalo, M.	San Bernardino 42/783
2	2	1	0	3	g7	yes	no	no	no	same	0	no		r1r3k1/1p1n2pp/p3p1p1/Pq1pP1N1/3P4/7P/1P1Q1PP1/R1R3K1 b - - 0 1	1-0	Petursson, M.	Benjamin, Joel	Moscow 43/470
3	3	0	0	2	nog7	no	no	no	no	same	0	no		1rb2rk1/3nq1bp/p2Np1p1/3Pp3/Npp3B1/4P3/PPQ2RPP/3R2K1 b - - 0 1	1-0	Adzic, S.	Ftacnik, L.	Lugano 43/593
1	4	0	0	3	nog7	no	yes	no	no	same	0	no		r1b2r1k/1pqp1p1p/p1n1pp2/8/1b1NP1Q1/2N3P1/PPP2PBP/3R1RK1 b - - 0 1	~	Ogaard, L.	Ernst, Th	Gausdal (zt) 43/(229)
1	3	0	0	2	nog7_bishop	no	no	no	no	same	0	no		r4rk1/p2q2bp/n2p2p1/1ppP4/1n2N3/P3N1BP/1P2QPP1/R4RK1 b - - 0 1	0-1	Romanishin, O.	Toshkov, T.	Jurmala 44/100
4	4	0	0	2	nog7_bishop	no	yes	no	no	same	1	no		4q1rk/3bn1bp/r2p1p2/pppNn3/4P3/2P1N1Q1/PP4BP/2BR1R1K b - - 0 1	1-0	Janjgava, L.	Yudasin, L.	Lviv 44/183
0	2	0	0	3	g7	no	no	no	no	different	0	no		r1b2rk1/1p1pq1pp/pBn1pp2/5n2/Q1P5/2N5/PP3PPP/2KR1B1R b - - 0 1	1-0	Sokolov, An	Kasparov, G.	Belfort 45/16
0	2	0	0	3	g7	no	no	no	no	different	0	no		r1b2rk1/1p1pq1pp/pBn1pp2/5n2/Q1P5/2N5/PP3PPP/2KR1B1R b - - 0 1	1-0	Sokolov, An	Kasparov, G.	Belfort 45/16
1	2	0	1	2	g7	no	no	no	no	same	2	no		3r1r1k/6pp/1p6/2pBP3/q4P2/2B3P1/P3Q2P/5RK1 b - - 0 1	0-1	Agdestein, S.	Sosonko, G.	Wijk aan Zee 45/117
0	1	0	0	3	g7	no	no	no	no	same	1	no		r1b2rk1/ppp1nppp/4P1q1/8/1nBN4/8/P2N1PPP/R2QR1K1 b - - 0 1	1-0	Osterman, R.	Sokolov, I.	Jugoslavija (ch) 45/453
1	3	0	0	2	g7	no	no	no	no	same	0	no		bq4k1/4brpp/1pn5/3p4/8/4RNPB/3N1P1P/1Q4K1 b - - 0 1	1/2-1/2	Jussupow, A.	Georgiev, Ki	Linares 45/614
1	2	0	0	2	nog7_bishop	no	no	no	no	same	1	no		4r2k/1p1q3p/p1nPr1p1/P1Q2p2/4bB2/8/3RB1PP/3R2K1 b - - 0 1	1/2-1/2	Akopian, V.	Vaisser, A.	Uzhgorod 46/117
1	3	0	1	1	nog7	no	no	no	no	same	0	no		4nr2/3b2k1/pr1P1qp1/1p1Q1p2/4pP2/1P2N1P1/P5BP/2R2RK1 w - - 0 24	1/2-1/2	Pete, J.	Bozic, Al	corr 2/36
3	3	0	0	3	nog7_bishop	no	no	no	no	same	1	no		r5k1/pp3pbp/2n3p1/2P1q3/5N2/4B1P1/PP3PKP/1Q3R2 w - - 0 22	1-0	Gufeld, E.	Taimanov, M.	USSR (ch) 3/18
2	4	1	0	3	g7	no	no	no	no	same	1	no		r2qr1k1/pb3ppp/2n2n2/2pp1N2/P1P1p3/2P3P1/2Q1PPBP/R1B2RK1 w - - 0 14	1-0	Smyslov, V.	Pachman, L.	Moscow 3/19
3	3	0	0	3	nog7	no	no	no	no	same	1	no		1b3r1k/1p2qp1p/p2r2p1/8/3PN3/1B2PQPP/P4P2/5RK1 b - - 0 28	1-0	Uhlmann, W.	Smyslov, V.	Moscow 3/20
1	3	0	0	1	nog7_bishop	no	no	no	no	same	1	no		r1bqnrk1/pp4bp/2pp2n1/5p2/2P2pp1/1PNPP1P1/PB1Q2BP/3RNRK1 w - - 0 18	0-1	Fischer, R.J.	Lombardy, W.	Monte Carlo 3/21
1	3	0	0	3	nog7_bishop	no	no	no	no	same	1	no		r3r1k1/1p1qppbp/pnp1bnp1/8/2PP4/2NQ2P1/PB1NPPBP/R4RK1 w - - 0 14	0-1	Gilg, K.	Pirc, V.	Detmold 3/23
0	1	0	0	2	g7	no	no	no	no	same	0	no		5rk1/p4pp1/3pp3/4q2p/2Q5/P5P1/1P2PP1P/1R4K1 w - h6 0 23	0-1	Matulovic, M.	Besser, H.	Halle (zt) 3/26
1	1	0	0	3	g7	no	no	no	no	same	0	no		3q1rk1/1p3pp1/5b1p/2Pp4/rPN5/6P1/5P1P/1QRR2K1 w - - 0 25	1/2-1/2	Krogius, N.	Smyslov, V.	USSR (ch) 3/28
1	2	0	0	3	g7	no	no	no	no	same	1	no		q3r1k1/3r1ppp/1pb5/pNbpn3/P7/1P2P1P1/1B1RQPBP/3R2K1 w - - 0 24	1-0	Bakulin, N.	Botvinnik, M.	USSR 3/29
2	3	0	0	1	nog7_bishop	no	no	no	no	same	1	no		r2q1rk1/ppp3b1/P2p1n1p/1P2p3/1NP3b1/2NP1QP1/5P1P/1RB2RK1 w - - 0 20	1-0	Minic, D.	Besser, H.	Halle (zt) 3/34
1	3	0	0	3	nog7_bishop	no	no	no	no	same	1	no		r1bn1rk1/1pp1q1bp/p3npp1/4p3/NPN5/PQ1PP1P1/1B3PBP/2R2RK1 w - - 0 18	1-0	Dzagarov	Ilivitzki, G.	USSR 3/37
3	5	0	0	3	g7	no	no	no	no	same	1	no		r2q1rk1/pp2bppp/2n2n2/2pN4/2Pp1Bb1/P2Q1NP1/1P2PPBP/R4RK1 b - - 0 12	0-1	Keres, P.	Stahlberg, G.	Stockholm 3/38
0	3	0	1	2	nog7_bishop	no	no	no	no	same	1	no		r1bqr3/pp5k/2ppnbpp/4pp2/1PP2P2/3PP1P1/PBQN2BP/4RRK1 w - - 0 18	1-0	Perkins	Keene, R.	Bognor Regis 3/42
1	3	0	0	3	g7	no	no	no	no	same	1	no		r1bqr1k1/1pp2ppp/2np1n2/p1bNp3/2P5/P3P1P1/1P1PNPBP/R1BQ1RK1 w - - 0 10	1-0	Pietzsch, W.	Kavalek, L.	Sarajevo 3/43
1	3	0	0	3	g7	yes	no	no	no	same	0	no		rq3bk1/p4pp1/1p2p2p/2n1P3/8/5NP1/PPQ2PBP/3rR1K1 w - - 0 23	1-0	Gipslis, A.	Korchnoi, V.	Tallinn 3/49
2	5	0	0	3	g7	no	no	no	yes	same	1	no		r2q1rk1/pb1pbppp/1pn1pn2/8/2P2Q2/2N2NP1/PP2PPBP/R1B2RK1 w - - 0 10	1-0	Veresov, G.	Korchnoi, V.	USSR 3/50
2	2	1	0	3	g7	no	no	no	yes	same	1	no		2rq1rk1/1b1nbppp/pp1ppn2/6B1/2PNP3/2N2P2/PP1QB1PP/R2R2K1 w - - 0 13	1/2-1/2	Botvinnik, M.	Smyslov, V.	USSR 3/52
1	3	0	0	3	nog7_bishop	no	no	no	no	same	1	no		r1bq1rk1/1pn1ppbp/3p2p1/p1p5/2PnP3/P1NPB1P1/1P2NPBP/1R1Q1RK1 w - - 0 12	1/2-1/2	Fischer, R.J.	Evans, L.M.	USA (ch) 3/60
2	3	0	0	3	nog7_bishop	no	no	no	no	same	1	no		r1b2rk1/pp2ppbp/3p2p1/q7/2P3n1/1PNQ2P1/P3PPBP/R1B2RK1 w - - 0 12	1-0	Zuckerman, B.	Reshevsky, S.	USA (ch) 3/63
1	3	0	0	3	nog7_bishop	no	no	no	no	same	1	no		r1bq1rk1/p3ppbp/3p1np1/1npP4/4PB2/8/PPPNBPPP/R2Q1RK1 w - - 0 11	1/2-1/2	Tal, M.	Najdorf, M.	Moscow 3/68
0	3	0	0	3	nog7	no	no	no	no	same	0	no		r1bq1rk1/p4pbp/2pp2p1/2p2p2/2PP4/2N1PN2/PP3PPP/R2Q1RK1 w - - 0 13	0-1	Trajkovic, M.	Boysan, M.	corr 3/69
1	1	0	0	3	nog7	no	no	no	no	same	1	no		1r1q1r2/2nnppkp/p2p2p1/1ppP4/P1B1P3/2N5/1PPQ1PPP/R3R1K1 w - - 0 17	1/2-1/2	Janosevic, D.	Bukic, E.	Jugoslavija (ch) 3/71
1	1	0	0	3	nog7_bishop	no	no	no	no	no	2	no		r1bq1rk1/1p2ppbp/2n2np1/p2p4/3NP3/1BN1BP2/PPP3PP/R2QK2R w KQ d6 0 10	1/2-1/2	Pigusov, Evgeny	De Firmian, Nick E	GMA op
2	3	0	0	3	g7	no	no	no	yes	same	1	no		1n1q1rk1/3nbppp/p1bpp3/8/N1P5/2BP1NP1/1Q2PPBP/1R4K1 w - - 0 21	1-0	Fauland, Alexander	Dizdarevic, Emir	GMA op
2	3	1	0	3	g7	no	no	no	no	same	1	no		r2qrbk1/pbpn1ppp/1p3n2/3pN3/1P1P4/P5P1/3NPPBP/R1BQ1RK1 w - - 0 12	1-0	Goldin, Alexander	Gelfand, Boris	GMA op
1	2	0	0	2	nog7_bishop	no	no	no	no	same	1	no		r1b1qrk1/pp3pb1/n1p2np1/4p2p/2P1P3/P1N1B3/1P1NBPPP/R2Q1RK1 w - h6 0 12	1-0	Tseitlin, Mark D	Gurevich, Dmitry	GMA op
1	3	0	0	3	nog7	no	no	no	no	same	0	no		r2q1rk1/3bpp1p/p2p1bp1/3p4/1P1P4/P3PN2/2Q1BPPP/2R2RK1 w - - 0 18	1/2-1/2	Soltis, Andrew E	Inkiov, Ventzislav	GMA op
1	4	0	0	3	g7	no	no	no	no	same	0	no		q4rk1/r4ppp/2p1pn2/bpNb4/3P4/P3QNP1/4PPBP/R4RK1 w - - 0 22	1-0	Zaitsev, Igor A	Klinger, Josef	GMA op
1	2	0	0	3	nog7	no	no	no	no	same	1	no		r2qrbk1/2p2p2/3pbnpp/4p3/PpN1P3/1B1P1N1P/1PQ2PP1/R3R1K1 w - - 0 18	1-0	Kupreichik, Viktor D	Lau, Ralf	GMA op
1	3	1	0	3	nog7_bishop	no	no	no	no	same	2	no		4n1k1/p1qnbp1p/3p2pB/2pPp3/Q1P1P3/P4NPP/5P1K/1B6 w - - 0 31	1-0	Prins, Lodewijk	Lukov, Valentin	GMA op
1	2	0	0	3	nog7_bishop	no	no	no	no	no	1	no		r2q1rk1/1Q2ppbp/n5p1/3nP3/8/2p2N2/1P2BPPP/R1B1K2R w KQ - 0 15	1/2-1/2	Huzman, Alexander	Oll, Lembit	GMA op
0	2	0	0	2	g7	yes	no	no	no	same	1	no		r4rk1/1bn1q1pp/1p2p3/p1ppPp2/2P1n3/1P2P1P1/PB2QPBP/1NRR2K1 w - - 0 17	0-1	Tukmakov, Vladimir B	Petursson, Margeir	GMA op
0	4	0	0	3	nog7_bishop	no	no	no	no	same	1	no		r2q1rk1/1pp1npb1/2n1b1pp/4p3/1P2p3/P2P1NP1/1B1N1PBP/1R1Q1RK1 w - - 0 14	1/2-1/2	Kaidanov, Gregory S	Popchev, Milko	GMA op
0	3	0	0	1	nog7_bishop	no	no	no	no	same	1	no		r1b2rk1/pppnpq2/3p3p/3P1pp1/3b4/1P1N2P1/P1Q1PPBP/R1B2RK1 w - - 0 14	1-0	Malaniuk, Vladimir P	Savon, Vladimir A	GMA op
0	2	0	0	3	nog7	no	no	no	no	same	0	no		r1b2rk1/pp3pbp/2p3p1/1BP1p3/Q2n4/8/PP3PPP/R4RK1 w - - 0 17	1/2-1/2	Hansen, Curt	Stefansson, Hannes	GMA op
