attacking_pieces	pieces_on_king_side	close_combat_pieces	pawn_attack	pawn_defense	defensive_pawn_structure	blocked_center	open_file	strong_open_file	queen_bishop_diagonal	castling_type	bishops	Attack	FEN	Result	Black	White	Event
4.000	3.000	2.000	0.000	3.000	nog7_bishop	no	yes	no	no	same	2.000	yes	6k1/5p1p/p1q2np1/1pb1BR2/8/1B4QP/PPP3PK/3r4 w - - 0 1	1-0	Hjartarson, J.	Kindermann, S.	Thessaloniki (ol) 38/242
3.000	2.000	0.000	0.000	3.000	g7	yes	yes	no	no	different	2.000	yes	r4rk1/4bpp1/p3p2p/qp1bP3/3B2Q1/P2B4/1PP3PP/1K1R1R2 b - - 0 1	1-0	Gyorkos, L.	Hazai, L.	Magyarorszag 38/260
2.000	3.000	0.000	1.000	3.000	g7	yes	no	no	no	same	1.000	yes	r3nrk1/p1qbbppp/3ppP2/4P3/1p6/2NP1N2/PP2Q1PP/R1B2R1K b - - 0 1	1/2-1/2	Cebalo, M.	Sokolov, Andrei	Novi Sad 38/320
4.000	3.000	1.000	1.000	3.000	g7	no	yes	no	no	same	2.000	yes	r1b1nrk1/1q3ppp/p2p3B/1pnN1P2/8/PB4Q1/1bP2PPP/3RR1K1 b - - 0 1	1-0	Ftacnik, L.	Gobet, F.	Biel 38/338
2.000	3.000	1.000	2.000	3.000	g7	no	no	no	yes	no	2.000	yes	r1b2r1k/ppq2ppB/4pb1p/2n3P1/7P/2P2N2/PPQ2P2/R1B1K2R b KQ - 0 1	1-0	Ree, H.	Ghinda, M.-V.	Thessaloniki (ol) 38/399
3.000	2.000	0.000	0.000	3.000	g7	no	no	no	no	same	2.000	yes	r1r3k1/2qbb1p1/p2p1p1p/np1Pp3/3P3N/3B3P/PP2QPP1/R1BR2K1 b - - 0 1	1-0	Hon Kah Seng, Ch	Marjanovic, Slavo	Jugoslavija - Asia 38/443
2.000	3.000	1.000	0.000	1.000	nog7_bishop	no	no	no	yes	same	2.000	yes	2rqr1k1/3nb2p/pn1pp1B1/1pp5/3P4/1P3N2/PB1N1PPP/RQ4K1 b - - 0 1	1-0	Short, N.	Tseshkovsky, V.	Yerevan 38/454
4.000	3.000	0.000	1.000	2.000	nog7_bishop	no	no	no	no	same	1.000	yes	q3rbk1/2n2p1n/3p2p1/1p1Pp3/1P2N1NP/2P2Q2/5P2/2BR2K1 b - - 0 1	1/2-1/2	Karpov, An	Kasparov, G.	Moscow (m/46) 38/459
3.000	3.000	2.000	0.000	2.000	nog7_bishop	no	no	no	no	same	0.000	yes	2r2rk1/p4p2/1q2n2p/1p1pQN2/2p4B/2P5/P4PPP/2R3K1 b - - 0 1	1/2-1/2	Huerta, R.	Nogueiras, J.	Santa Clara 38/547
3.000	2.000	0.000	1.000	2.000	nog7_bishop	no	no	no	no	same	2.000	yes	1r3rk1/pb3pbp/1p6/2pB1P2/2P2R1q/8/PB1Q2PP/1R4K1 b - - 0 1	1/2-1/2	Ftacnik, L.	Hjartarson, J.	Thessaloniki (ol) 38/605
4.000	2.000	1.000	0.000	2.000	g7	no	yes	no	yes	different	2.000	yes	r2qr1k1/p2n1pp1/1pp1b2B/3pP3/7p/P1NBP3/1PQ2P2/2K3R1 b - - 0 1	1/2-1/2	Short, N.	Petrosian, A.	Yerevan 38/649
3.000	3.000	2.000	1.000	1.000	nog7_bishop	no	yes	no	no	same	1.000	yes	1r1q2k1/p4pb1/1p3nn1/5NQ1/3B3P/1P4P1/P4PK1/4R3 b - - 0 1	1/2-1/2	Sokolov, Andrei	Torre, E.	Novi Sad 38/706
0.000	3.000	0.000	2.000	3.000	g7	no	no	no	no	same	0.000	yes	r2q1rk1/p1n2ppp/1pp2b2/3pPP2/5P2/2N5/PP4BP/2RQ1RK1 b - - 0 1	1/2-1/2	Tukmakov, V.	Sosonko, G.	Tilburg 38/718
1.000	1.000	1.000	1.000	1.000	nog7_bishop	no	no	no	no	different	1.000	yes	r2q1rk1/pp1n1p2/4pn1B/2b4P/3N4/8/PPP1QPP1/2KRR3 b - - 0 1	1-0	Dolezal, M.	Vogt, L.	Budapest 39/186
4.000	3.000	0.000	0.000	3.000	g7	no	yes	no	no	same	2.000	yes	r4rk1/1b2bppp/p3pn2/R3q3/1n6/1NNBB2Q/1PP3PP/5R1K b - - 0 1	1-0	Kurajica, B.	Timman, J.	Reggio Emilia 39/198
1.000	2.000	0.000	1.000	3.000	nog7	no	no	no	no	same	0.000	yes	r2q1r2/1p2ppkp/2bp2p1/p1n2P2/2P1P3/2N5/PP1QB1PP/R4R1K b - - 0 1	1-0	Gufeld, E.	Dolmatov, S.	USSR 39/209
0.000	2.000	0.000	1.000	3.000	nog7	no	no	no	no	same	0.000	yes	3r1r2/1p2ppkp/2bp1np1/q7/p1P1PP2/P1NR4/1P1Q2PP/4RB1K b - - 0 1	1-0	Gufeld, E.	Dolmatov, S.	USSR 39/209
2.000	2.000	2.000	0.000	2.000	g7	no	no	no	no	same	0.000	yes	r4r2/1p2Rppk/p2p4/3P2N1/Pnq5/8/1P4PP/R2Q3K b - - 0 1	0-1	Tal, M.	Kiik, K.	Tallinn 39/287
2.000	4.000	1.000	1.000	2.000	nog7_bishop	no	no	no	no	same	1.000	yes	1rb1r1k1/2q2pBp/p2pp3/1p4P1/4P3/P1Nn2Q1/1PP4P/R4RK1 b - - 0 1	1-0	Ftacnik, L.	Prandstetter, E.	Praha (zt) 39/301
3.000	3.000	0.000	1.000	3.000	nog7_bishop	yes	no	no	no	same	2.000	yes	r4rk1/1b1nbp1p/p2p1np1/q3pP2/p3P2N/2N5/BPP1Q1PP/R1B2R1K b - - 0 1	1-0	Ftacnik, L.	Dolmatov, S.	Moscow 39/329
3.000	4.000	2.000	2.000	0.000	nog7_bishop	no	no	no	no	same	2.000	yes	2r2r1k/1p1b1B2/1q1bp2P/p2p1nPQ/3P4/4B3/PPN5/R4RK1 b - - 0 1	1-0	Gulko, B.	Sveshnikov, E.	USSR (ch) 39/345
2.000	4.000	1.000	0.000	1.000	nog7	no	yes	no	yes	same	1.000	yes	r1b4k/pp3r2/2nbp1Qp/3p4/3P4/6N1/Pq3PPP/1BR2RK1 b - - 0 1	1/2-1/2	Ivanchuk, V.	Serper, G.	USSR 39/355
2.000	4.000	1.000	1.000	2.000	g7	no	yes	no	no	same	1.000	yes	r4rk1/p1qnbpp1/1pn4B/2ppP2P/1P1P4/P1P2NR1/5PP1/R2Q1K2 b - - 0 1	1-0	Gulko, B.	Dolmatov, S.	USSR 39/366
1.000	3.000	1.000	2.000	2.000	nog7_bishop	no	no	no	no	no	2.000	yes	r1bq1rk1/pp3pb1/2p1pnp1/6Bp/2BPP1PP/1QP2N2/P4P2/R3K2R b KQ - 0 1	1-0	Mokry, K.	Kurajica, B.	Reggio Emilia 39/454
1.000	2.000	0.000	2.000	2.000	nog7	no	no	no	no	same	0.000	yes	3r1bk1/pp1q1p2/2b1n1p1/3pP2p/5P1P/1N6/P1Q1B1P1/R4RK1 b - - 0 1	1-0	Mokry, K.	Kurajica, B.	Reggio Emilia 39/454
4.000	2.000	1.000	0.000	2.000	nog7_bishop	no	yes	no	yes	no	2.000	yes	r2q1rk1/pp2p1bp/1n2b1pB/2pnP3/3PB3/2N5/PP2NPP1/R1Q1K2R b KQ - 0 1	0-1	Spraggett, K.	Portisch, L.	Wijk aan Zee 39/467
1.000	2.000	0.000	2.000	2.000	nog7	no	no	no	no	different	0.000	yes	r4rk1/4np2/2q2pb1/1pPp2P1/1P3Q1P/2N1P3/1K3P2/3R3R b - - 0 1	0-1	Portisch, L.	Miles, A.	Reggio Emilia 39/484
3.000	6.000	2.000	1.000	2.000	g7	no	yes	no	no	same	1.000	yes	r2qr3/pp1n2pk/2n1p2p/6RQ/3p1B1P/6P1/PP3PB1/5RK1 b - - 0 1	1-0	Klinger, J.	Nogueiras, J.	Graz 39/491
3.000	2.000	1.000	1.000	3.000	nog7_bishop	yes	no	no	yes	same	2.000	yes	1n1qr1kb/3b3p/p3pppB/1p2P2P/3P4/R2B1P2/P2QN1P1/6K1 b - - 0 1	1-0	Ghinda, M.-V.	Ftacnik, L.	Praha (zt) 39/569
3.000	4.000	1.000	0.000	3.000	g7	no	no	no	no	same	0.000	yes	r3qrk1/1bbn1pp1/p4n1p/1p1p1N2/2pP3B/P1N3PB/1P1QPP1P/R2R2K1 b - - 0 1	1-0	Chernin, A.	Beliavsky, A.	Tunis (izt) 39/645
3.000	3.000	1.000	0.000	2.000	nog7	no	yes	no	no	same	1.000	yes	4q1k1/p4p2/2br2p1/4b1N1/2Rp3Q/1P1B2P1/P3PP2/6K1 b - - 0 1	1-0	Sokolov, Andrei	Gavrikov, Vi	USSR (ch) 39/659
3.000	3.000	0.000	0.000	1.000	nog7	no	yes	no	no	same	1.000	yes	1r4k1/3q3p/pr1pnn2/2p5/2Pb3Q/2NBN2P/1P6/1R3R1K b - - 0 1	1-0	Minic, D.	Psakhis, L.	Banjaluka 39/732
2.000	2.000	0.000	1.000	2.000	nog7	no	no	no	no	no	0.000	yes	r2q1rk1/pn1b3p/1p3p2/2pPp2P/4P2N/2R5/P2QBPP1/4K2R b K - 0 1	~	Chudinovskih, A.	Pushkin	USSR 39/(562)
1.000	1.000	1.000	3.000	3.000	g7	no	no	no	no	different	1.000	yes	1r4k1/p4pp1/r3p2p/qp2R1PP/1nPB1P2/1P6/P2R1Q2/1K6 b - - 0 1	1-0	Groszpeter, A.	Marjanovic, Slavo	Zenica 41/141
3.000	1.000	0.000	0.000	3.000	nog7	no	yes	no	no	different	1.000	yes	2rr1qk1/1p3p2/p1n2p1p/3Nb3/1PB1Rp2/P6R/2P1Q1PP/1K6 b - - 0 1	1/2-1/2	Rodriguez, Am	Barbulescu, D.	La Habana 41/210
1.000	3.000	0.000	1.000	3.000	nog7_bishop	no	no	no	no	same	1.000	yes	r2q1rk1/4pp1p/2bp2p1/p7/pn1BPP2/2P2B2/1P4PP/R2Q1RK1 b - - 0 1	1-0	Zarudnij	Lukin, A.	USSR 41/228
3.000	4.000	0.000	1.000	3.000	nog7_bishop	no	yes	no	no	same	1.000	yes	1rb1r1k1/2q2pbp/2n1p1p1/1p2n1P1/4N2Q/1N2B3/1PP3BP/3R1R1K b - - 0 1	1/2-1/2	Jansa, Vl	Tseshkovsky, V.	Calcutta 41/266
3.000	3.000	1.000	1.000	2.000	nog7_bishop	no	no	no	yes	same	2.000	yes	r1bqr1k1/pp5p/2p2bpB/4p3/4BP2/2P5/PPQ3PP/R4RK1 b - - 0 1	1-0	Nikolic, Zi	Ivanovic, B.	Jugoslavija (ch) 41/335
1.000	4.000	1.000	1.000	3.000	g7	yes	no	no	no	same	1.000	yes	r4rk1/p1qn1ppp/1p2p1n1/1PppP1B1/3P3P/2P2N2/2P1QPP1/R4RK1 b - - 0 1	1-0	Prandstetter, E.	Mokry, K.	Praha 41/355
3.000	2.000	0.000	1.000	2.000	nog7_bishop	no	yes	no	no	same	2.000	yes	q5k1/1b1Rrp2/2n4p/1p2p2P/1bp1P1Q1/2P5/2B2PP1/2B3K1 b - - 0 1	1-0	Tseshkovsky, V.	Yudasin, L.	Minsk 41/404
1.000	2.000	0.000	2.000	3.000	g7	no	no	no	no	no	1.000	yes	r1bq1rk1/p2n1pp1/4pb1p/1pp5/3P2PP/2NBPN2/PP1Q1P2/R3K2R b KQ - 0 1	0-1	Geller, E.	Douven, R.	Eindhoven - CSKA 41/508
2.000	3.000	1.000	2.000	2.000	nog7_bishop	no	no	no	no	same	1.000	yes	r2qr1k1/p3p2p/1p3p1B/b2P1Pp1/2p1P2P/8/PQ4P1/1R3RK1 b - - 0 1	0-1	Tseshkovsky, V.	Khalifman, A.	USSR (ch) 41/527
2.000	1.000	0.000	1.000	1.000	nog7	no	no	no	no	same	1.000	yes	6k1/3r3p/2p1pr2/1bP4P/4B3/qP1p4/3Q1P1K/2RR4 b - - 0 1	1-0	Geller, E.	Olafsson, H.	Reykjavik 41/575
3.000	4.000	1.000	1.000	3.000	nog7_bishop	no	yes	no	no	same	2.000	yes	3r4/p3bpkp/1p2P1p1/1q3B1P/2rP4/P5Q1/6P1/B4RK1 b - - 0 1	1-0	Novikov, I.	Glek, I.	USSR 41/600
2.000	5.000	1.000	0.000	3.000	nog7_bishop	no	yes	no	no	same	1.000	yes	r2q1rk1/1p2ppbp/p5pB/3n1b2/3P3Q/2N2N2/PP3PPP/R4RK1 b - - 0 1	~	Meduna, E.	Glek, I.	Praha 41/(134)
1.000	2.000	0.000	2.000	3.000	g7	no	no	no	no	no	1.000	yes	r1bq1rk1/p2n1pp1/4pb1p/1pp5/3P2PP/2NBPN2/PP1Q1P2/R3K2R b KQ - 0 1	~	Faibisovich, V.	Epishin, V.	USSR 41/(508)
2.000	2.000	0.000	1.000	3.000	g7	no	no	no	no	different	1.000	yes	r2q1rk1/ppp2pp1/1n3b1p/8/3P1Q1P/1BN2P2/PP3P2/2KR3R b - - 0 1	~	Faibisovich, V.	Epishin, V.	USSR 41/(508)
0.000	4.000	0.000	2.000	3.000	g7	no	no	no	no	same	1.000	yes	1nrr2k1/2q1bppp/b3p3/2p2PP1/ppN1P3/1P1PB2P/P4QB1/3R1RK1 b - - 0 1	1-0	Romanishin, O.	Pigusov, E.	Irkutsk 42/7
1.000	3.000	0.000	1.000	3.000	nog7_bishop	no	no	no	no	same	1.000	yes	rn1q1rk1/4bp1p/1np3p1/3pPp2/p2P2P1/1PN1B2P/P3Q2N/2R2RK1 b - - 0 1	1-0	Shabalov, A.	Khalifman, A.	USSR 42/130
0.000	3.000	0.000	2.000	3.000	nog7_bishop	yes	no	no	yes	different	1.000	yes	r1bq1rk1/1pp1npbp/p1n1p1p1/3pP3/3P1PP1/2N1BN2/PPPQ3P/2KR1B1R b - - 0 1	0-1	Kljako, D.	Rogulj, B.	Citta di Castello 42/134
2.000	2.000	1.000	1.000	3.000	g7	no	no	no	no	same	2.000	yes	b1r2rk1/5pp1/p3pn1p/1pb1NP2/8/P2B4/qPP1Q1PP/2BR1R1K b - - 0 1	0-1	Speelman, J.	Chandler, M.	Great Britain (ch) 42/155
4.000	2.000	1.000	1.000	2.000	nog7_bishop	no	no	no	no	same	2.000	yes	r2qr1k1/1b2bpn1/ppn1p1p1/4N3/2P1B1P1/2N5/PP2Q2P/R1B2R1K b - - 0 1	1-0	Bellon Lopez, J.	Sax, Gy	Dubai (ol) 42/197
3.000	3.000	2.000	0.000	2.000	nog7_bishop	no	no	no	no	same	1.000	yes	3qr1k1/1p2pp2/p5pB/n2pN3/P2Pn3/2r5/6PP/R3QR1K b - - 0 1	1-0	Yrjola, J.	Kindermann, S.	Dubai (ol) 42/236
0.000	3.000	0.000	2.000	3.000	g7	no	no	no	yes	different	1.000	yes	r4rk1/2qnbppp/2bp4/p3p1PP/1p2P3/4BPN1/PPPQ4/2KR1B1R b - - 0 1	1-0	Pinter, J.	Sax, Gy	Philadelphia 42/253
2.000	2.000	1.000	1.000	2.000	g7	no	yes	yes	no	different	0.000	yes	3r2r1/2q2ppk/3pb3/p1n1p1RP/1p2P3/5P2/PPP1B1Q1/1KNR4 b - - 0 1	1-0	Jansa, Vl	Ernst, Th	Gausdal (open) 42/270
1.000	2.000	0.000	1.000	3.000	g7	yes	no	no	no	same	2.000	yes	rnb1nrk1/2q1bppp/p2pp3/1p2P3/3N1P2/2NB4/PPP3PP/R1B1QR1K b - - 0 1	0-1	Ghinda, M._V.	Bellon Lopez, J.	Dubai (ol) 42/281
3.000	4.000	0.000	0.000	3.000	g7	yes	yes	no	no	same	1.000	yes	rn3rk1/1bqnbppp/p3p3/1p2P3/3N4/2N2BQ1/PPP3PP/R1B2R1K b - - 0 1	0-1	Ghinda, M._V.	Bellon Lopez, J.	Dubai (ol) 42/281
3.000	3.000	1.000	0.000	2.000	nog7	no	no	no	no	same	0.000	yes	r1b2r1k/5p1p/p3pNq1/1pn5/3Q4/8/PPP1B1PP/5R1K b - - 0 1	0-1	Ghinda, M._V.	Bellon Lopez, J.	Dubai (ol) 42/281
4.000	4.000	1.000	0.000	3.000	g7	no	yes	no	no	same	2.000	yes	r4rk1/1bqn1ppp/p2bpn2/1p4B1/7Q/1NNB4/PPP3PP/R4R1K b - - 0 1	0-1	Ghinda, M._V.	Bellon Lopez, J.	Dubai (ol) 42/281
3.000	3.000	0.000	0.000	3.000	g7	no	no	no	no	same	1.000	yes	rnb2rk1/ppp1nppp/4p3/8/4N3/qR1B1N2/P1PQ1PPP/5RK1 b - - 0 1	1-0	Vaganian, R.	Timman, J.	Amsterdam 42/352
2.000	3.000	1.000	0.000	3.000	g7	no	no	no	no	same	2.000	yes	r3r1k1/pbqn1pp1/1p3n1p/2pp1N2/3P4/P1PBPP2/R5PP/2BQ1RK1 w - - 0 15	1-0	Heemskerk, Fenny	Padevsky, Nikola	GMA op
0.000	3.000	0.000	1.000	3.000	g7	no	no	no	no	same	2.000	yes	r4rk1/1bq1bppp/p1nppn2/1p6/4PP2/1NNBBQ2/PPP3PP/4RRK1 w - - 0 14	0-1	Popovic, Petar	Ulibin, Mikhail	GMA op
1.000	2.000	0.000	2.000	3.000	g7	no	no	no	no	different	0.000	yes	1r3rk1/4bppp/2pp4/p1q3P1/R3PQ1P/8/PPP5/2KN3R w - - 0 25	1-0	Panno, Oscar	Vasiukov, Evgeni	GMA op
1.000	2.000	0.000	1.000	3.000	nog7_bishop	no	no	no	no	no	1.000	yes	r1qn1rk1/pp2npbp/2p1b1p1/2N1p3/1P2P2P/P2P2P1/2QBNPB1/R3K2R w KQ - 0 18	1-0	Prins, Lodewijk	Sunye Neto, Jaime	GMA op
2.000	2.000	1.000	1.000	3.000	g7	no	no	no	no	same	0.000	yes	r2r1nk1/pp2npp1/1bp1q2p/4N3/P3P1NP/BPP3P1/2Q1BP2/R4bK1 w - - 0 21	0-1	Chernin, Alexander	Vasiukov, Evgeni	GMA op
1.000	3.000	0.000	1.000	3.000	nog7_bishop	no	no	no	no	same	1.000	yes	r2q1rk1/pp1n1pbp/3p2p1/5P1n/3p4/2N2N2/PPP3PP/R1BQ1RK1 w - - 0 12	1/2-1/2	Ubilava, Elizbar	Bareev, Evgeny	GMA op
2.000	2.000	1.000	1.000	3.000	nog7	no	no	no	no	same	0.000	yes	b4rk1/5p1p/p1n3p1/3R1N2/qp2QP2/8/1P3P1P/2R3K1 w - - 0 29	1-0	Klinger, Josef	Gutman, Lev	GMA op
2.000	5.000	1.000	0.000	3.000	nog7	no	no	no	no	same	0.000	yes	5r2/p3pNbk/2p1Pppp/3p4/5Q2/q2b1NP1/5PBP/4R1K1 w - - 0 32	1-0	Kupreichik, Viktor D	Kochyev, Alexander	GMA op
2.000	3.000	0.000	0.000	3.000	g7	no	yes	no	no	same	1.000	yes	3r2k1/pp3qpp/2p2pn1/2b5/3p2Q1/1P1P1N2/1PPB1PPP/4R1K1 w - - 0 22	1-0	Anand, Viswanathan	Lau, Ralf	GMA op
0.000	3.000	0.000	1.000	3.000	g7	yes	no	no	no	same	1.000	yes	r2q1rk1/pp1n1ppb/2p1p2p/2bpP3/2P3P1/1P3P2/PB1NP1BP/R2Q1R1K w - - 0 15	1/2-1/2	Campora, Daniel Hugo	Lobron, Eric	GMA op
2.000	2.000	0.000	1.000	2.000	g7	no	no	no	no	same	1.000	yes	q2r3k/3rb1p1/2n1p2p/1pp2n2/4NP2/P2PPN2/3RQ2P/BR5K w - - 0 32	1-0	Reshevsky, Samuel Herman	Lukov, Valentin	GMA op
2.000	4.000	0.000	1.000	3.000	g7	no	no	no	no	same	1.000	yes	r3r1k1/pp1bqpp1/5n1p/2pPp2P/P1P2B2/2P2QN1/6P1/R3R1K1 w - - 0 22	1-0	Petrosian, Arshak B	Malaniuk, Vladimir P	GMA op
1.000	3.000	0.000	0.000	2.000	g7	no	no	no	no	no	2.000	yes	rn1q1rk1/pbp1b1pp/1p1pp3/5p2/2PP1B2/P1QBPN2/1P3PPP/R3K2R w KQ f6 0 11	1-0	Krasenkow, Michal	Anastasian, Ashot	GMA op
1.000	2.000	0.000	3.000	3.000	g7	yes	no	no	no	different	2.000	yes	5rk1/1bqn1ppp/p3p3/3pP3/nb1B1PPP/3B4/P1P1NQ2/2KR3R w - - 0 20	0-1	Yudasin, Leonid	Campora, Daniel Hugo	GMA op
2.000	2.000	0.000	1.000	2.000	g7	yes	yes	no	no	same	0.000	yes	4qrk1/1p4p1/4p2p/2prP3/5P1R/P1R1b1P1/1PQ3KP/8 w - - 0 34	0-1	Westerinen, Heikki MJ	Glek, Igor V	GMA op
1.000	1.000	0.000	1.000	3.000	nog7	no	no	no	no	same	0.000	no	r1b3k1/ppR2p1p/6p1/4p3/2N1qP2/4P3/PP1Q2PP/6K1 b - - 0 1	1/2-1/2	Smyslov, V.	Eingorn, V.	Sochi 42/524
1.000	1.000	0.000	0.000	3.000	g7	yes	no	no	no	same	1.000	no	r4rk1/pp1b1ppp/4p3/n2pP3/3P3q/B1PB4/P4PP1/R2QR1K1 b - - 0 1	1-0	Loginov, Va	Psakhis, L.	Sverdlovsk 44/218
2.000	4.000	1.000	0.000	3.000	g7	yes	no	no	yes	same	1.000	no	rr2b1k1/pp2nppp/2n1p3/qB1pP1B1/P1pP4/2P2N2/2P2PPP/R1Q2RK1 b - - 0 1	1-0	Knaak, R.	Tischbierek, R.	Halle 44/367
1.000	2.000	0.000	0.000	2.000	g7	no	no	no	no	same	0.000	no	1n4k1/1r1q2p1/p3p1p1/1pBp4/3P4/1QP4P/P5P1/5R1K b - - 0 1	1-0	Vladimirov, E.	Tseshkovsky, V.	USSR 44/374
1.000	3.000	0.000	0.000	2.000	nog7	no	no	no	no	same	0.000	no	3r3r/p4pkn/R2pq1p1/1p2p1p1/1P2P3/3P1QNP/1P3PP1/4R1K1 b - - 0 1	1-0	Romanishin, O.	Yudasin, L.	Lviv 44/387
1.000	1.000	0.000	0.000	2.000	nog7_bishop	no	no	no	no	same	1.000	no	1n1q1rk1/1pp1n1b1/3p2pp/r1PPpp2/N3P3/8/P2N1PPP/R1BQR1K1 b - - 0 1	1-0	Stefanov, Pa	Ghinda, M._V.	Romania (ch) 44/401
1.000	4.000	0.000	1.000	3.000	g7	no	yes	no	no	same	1.000	no	rn1q1rk1/1p3pp1/2p1p1bp/p7/PbNPP1QP/6P1/1B3PB1/R4RK1 b - - 0 1	1-0	Chekhov, V.	Gelfand, B.	Halle 44/446
4.000	3.000	1.000	0.000	3.000	g7	no	no	no	no	same	1.000	no	r2q1rk1/pp2bppp/1np3b1/4PN2/3P4/1QN1BR2/PP4PP/R5K1 b - - 0 1	1-0	Campos Moreno, J.	Sokolov, I.	Sevilla 44/459
0.000	2.000	0.000	1.000	3.000	g7	no	no	no	no	same	1.000	no	r1b2rk1/1p1n1ppp/2p5/p3q3/4PP2/3BQ3/P2N2PP/2R2RK1 b - - 0 1	1-0	Inkiov, V.	Eingorn, V.	Zagreb (izt) 44/524
2.000	3.000	1.000	0.000	3.000	nog7_bishop	no	no	no	yes	same	2.000	no	r1b1r1k1/pp1q1pbp/6p1/n1pPp1B1/4P3/2PB4/P2QNPPP/2R2RK1 b - - 0 1	1-0	Lputian, S.	Vyzmanavin, A.	Lviv 44/565
1.000	1.000	0.000	1.000	3.000	g7	no	no	no	no	different	1.000	no	r1b2rk1/1p2qnpp/pB1ppp2/Q4n2/2P2P2/2NB4/PP4PP/2KR3R b - - 0 1	1-0	Sokolov, An	Kasparov, G.	Belfort 45/16
1.000	2.000	0.000	1.000	2.000	g7	no	no	no	no	same	2.000	no	3r1r1k/6pp/1p6/2pBP3/q4P2/2B3P1/P3Q2P/5RK1 b - - 0 1	0-1	Agdestein, S.	Sosonko, G.	Wijk aan Zee 45/117
2.000	3.000	1.000	0.000	2.000	nog7	no	no	no	yes	same	1.000	no	r4r1k/pp3pqp/3P4/5Q2/2p1B3/P5P1/1P3P1P/5RK1 b - - 0 1	1-0	Miralles, G.	Ftacnik, L.	Lyon 45/466
2.000	3.000	0.000	0.000	3.000	g7	yes	no	no	no	same	1.000	no	r2r2k1/ppp2pp1/2b1p2p/n3P1q1/3P2N1/2PB2PP/P3QP2/1R3RK1 b - - 0 1	1-0	Frias, V.	Chernin, A.	Saint John (open II) 45/481
2.000	2.000	2.000	0.000	2.000	g7	no	no	no	no	same	0.000	no	6k1/1p3pp1/p4n2/1q1pQ2B/1P6/r3P1P1/5P1P/2R3K1 b - - 0 1	1-0	Sokolov, An	Karpov, An	Bruxelles 45/612
2.000	2.000	0.000	0.000	3.000	g7	no	no	no	no	same	2.000	no	r2q1rk1/pb1n1ppp/1p2pb2/2pP4/2P5/3B1N2/PP2QPPP/R1BR2K1 b - - 0 1	~	Serper, G.	Gelfand, B.	Vilnius 45/(503)
3.000	5.000	0.000	0.000	2.000	nog7_bishop	no	yes	no	no	same	0.000	no	1r2r2k/2q3bp/pp1p2p1/n2QP2n/P3P3/7R/1PPN2BP/5RBK b - - 0 1	1/2-1/2	Ftacnik, L.	Zapata, A.	Thessaloniki (ol) 46/314
2.000	5.000	0.000	0.000	3.000	g7	no	no	no	no	same	1.000	no	3rrnk1/ppbq1ppp/2p5/4p2b/1PP1Q2N/P2n1NPP/1B3PB1/3R1RK1 b - - 0 1	0-1	Chernin, A.	Spraggett, K.	Paris 47/5
0.000	2.000	0.000	1.000	3.000	g7	no	no	no	no	same	0.000	no	r1b1r1k1/pp3ppp/2pBn3/q7/2P2P2/4Q1P1/P3P1BP/1R1R2K1 b - - 0 1	1-0	Huebner, R.	Salov, Va	Barcelona 47/6
0.000	2.000	0.000	0.000	1.000	nog7_bishop	no	no	no	no	same	1.000	no	r1q1r1k1/pp1n2b1/4b2p/2p1ppp1/2Pn4/QPNNB1PP/P2RPPB1/2R3K1 w - - 0 22	0-1	Udovcic, M.	Forintos, Gy	Vrnjacka Banja 1/430
1.000	3.000	0.000	0.000	2.000	nog7	no	no	no	no	same	0.000	no	2rr2k1/4q2p/1p2pnp1/p2b1p2/4n3/PP2NNP1/1Q2PPBP/2RR2K1 w - - 0 21	1-0	Hoen, R.	Petrosian, T.	La Habana (ol) 2/64
2.000	4.000	0.000	0.000	2.000	g7	yes	no	no	no	same	1.000	no	5rk1/pp1bbrpp/1qn1p1n1/3pP3/1P1P4/P1N2NPB/R5KP/2BQ1R2 w - - 0 20	1-0	Bukal, V.	Maric, R.	Vukovar 2/181
0.000	2.000	0.000	1.000	2.000	g7	no	no	no	no	same	1.000	no	4r1k1/3b2pp/8/1p1p1p2/1q1PnP2/3B1NP1/4QP1P/2R3K1 b - - 0 24	1-0	Pfleger, H.	Gligoric, S.	Den Haag 2/502
1.000	3.000	0.000	0.000	3.000	g7	no	no	no	no	same	1.000	no	r4rk1/1b1n1ppp/pp1qp3/3p4/Q2P4/P2BPN2/1P3PPP/R4RK1 w - - 0 16	1/2-1/2	Reshevsky, S.	Petrosian, T.	Santa Monica 2/532
1.000	3.000	0.000	0.000	3.000	g7	no	no	no	no	same	1.000	no	r1q2rk1/pp2bppp/2n1pn2/8/3pP3/1Q1P1BP1/PP2NP1P/R1B2RK1 w - - 0 13	0-1	Timman, J.	Vadasz, L.	Groningen 3/22
0.000	2.000	0.000	0.000	3.000	g7	no	no	no	no	same	0.000	no	1r3rk1/ppq2pp1/2npb2p/2p1p3/2P5/P1PPN1P1/2Q1PPBP/1R1R2K1 w - - 0 18	1/2-1/2	Matanovic, A.	Pachman, L.	Vrnjacka Banja 3/24
1.000	3.000	0.000	0.000	3.000	g7	no	no	no	no	same	1.000	no	r1q1rbk1/ppp2pp1/2np3p/4p3/1PP5/2NP2Pb/P3PPBP/1RBQ1RK1 w - - 0 15	1-0	Gheorghiu, F.	Petrosian, T.	Moscow 3/36
